Region|Country|IncomeGroup|IDA Status|Financial closure year|Financial closure Month|Project name|RelatedNames|Type of PPI|Subtype of PPI|Project status|Primary sector|Secondary sector|Subsector|Segment|Location|ContractPeriod|TerminationYear|PubliclyTraded|StockExchange|MultipleSystems|NumberOfSystems|CaptiveFacility|SharePercent|GovtGrantingContract|TypeOfGovtSupport|InvestmentYear|PercentPrivate|GovtPaymentCommitments|PhysicalAssets|TotalInvestment|CPI Adjusted Investment|GovCashAssist|dateStatusUpdated|CapacityType|Capacity|CapacityYear|Technology|ContractHistory|RelatedProjects|BidCriteria|AwardMethod|NumberOfBids|NumberRenewalBids|Sponsors|MultiLateralSupport|Revenue Source|RenewalBidCriteria|RenewalAwardMethod|DevelopmentStage|CommissioningDate|ProjectGrid|CarbonCredits|FundingYear|PrivateFunding|PublicFunding|GovtFunding|BankLocalFunding|DonorFunding|DebtEquityGrantRatio
Middle East and North Africa|Iran, Islamic Rep.|Upper middle income|Non-IDA|2007|September|Yazd Solar/CCNG Plant||Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Yadz province|||No|N/A|Yes|2|No||Federal||2007|100|Not Available|158.2|158.2|175.2|Not Available|1/1/09|MW|478|2007|Natural Gas, Steam, Solar, PV|||Not Applicable||Not Applicable|Not Applicable|MAPNA Group (.. / Iran, Islamic Rep.)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|2009||No|2007|57.7|||158.2||64/36
Middle East and North Africa|Jordan|Upper middle income|Non-IDA|2012|December|Al-Kamshah Wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Al Kamshah, north of Amman|20||No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|30|2012|Wind, Onshore|||Not Available|Competitive bidding|2|Not Applicable|Dubai Holding (.. / United Arab Emirates), Terna Energy (.. / Greece)|||Not Applicable|Not Applicable|Advanced development/ awarded by government|||No|||||||
Middle East and North Africa|Morocco|Lower middle income|Non-IDA|1997|January|Tetouan Wind Power Project|Tetoune Wind Power Project, Compagnie Eolienne du Detroit|Greenfield project|Build, operate, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Tetuan|20|2017|No|N/A|No||No||..||1997|100|0|60|60|85.9|||MW|50|1997|Wind, Onshore|||||Not Applicable|Not Applicable|Theolia Group (100% / France)|EIB (Loan / $24 Million / 1998)||Not Applicable|Not Applicable|Financial Closure||||||||||
Middle East and North Africa|Morocco|Lower middle income|Non-IDA|2011|December|Nareva El Oued/Haouma/Akfhenir Wind Farm||Greenfield project|Build, operate, and transfer|Construction|Energy|N/A|Electricity|Electricity generation|East of Tangiers (30 km), Morocco|20|2033|No|N/A|No||Yes|100|Federal||2011|100|Not Available|85|85|86.8|Not Available||MW|50|2011|Wind, Onshore|||Not Available|Direct negotiation|Not Applicable|Not Applicable|Nareva Holdings (100% / Morocco)||Purchase agreements or transmission fees with private entity(ies)|Not Applicable|Not Applicable|Financial Closure|2013||Yes|2011|257|||||75/25
Middle East and North Africa|Morocco|Lower middle income|Non-IDA|2012|April|Nareva Tarfaya Wind Farm||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Tarfaya, Morocco|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|467|467|467.0|Not Available||MW|300|2012|Wind, Onshore|||Not Available|Direct negotiation|Not Applicable|Not Applicable|International Power (50% / United Kingdom), Nareva Holdings (50% / Morocco)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|2014||No|2012|350|||||75/25
Middle East and North Africa|Morocco|Lower middle income|Non-IDA|2012|September|Ouarzazate Solar Phase I||Greenfield project|Build, operate, and transfer|Construction|Energy|N/A|Electricity|Electricity generation|Ouarzazate|25|2039|No|N/A|No||No||Federal|Not Applicable|2012|75|Not Available|1438|1438|1438.0|Not Available||MW|160|2012|Solar, CSP|||Not Available|Competitive bidding|4|Not Applicable|ACWA Power (85% / Saudi Arabia)|Other (Loan / $136 Million / 2011), IBRD (Loan / $300 Million / 2011), EIB (Loan / $156 Million / 2011), AFDB (Loan / $236 Million / 2011), Other (Loan / $136 Million / 2011)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2014||No|2012|964|||||70/30
Middle East and North Africa|Morocco|Lower middle income|Non-IDA|2012|April|EDF Taza wind Farm||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Taza, Morocco|20|2034|No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|150|2012|Wind, Onshore|||Not Available|Competitive bidding|Not Available|Not Applicable|Mitsui Engineering & Shipbuilding Co Ltd (MES) (50% / Japan), Electricite de France (50% / France)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated|2014||No|||||||
South Asia|Afghanistan|Low income|IDA|2012|August|Netcon Bayman Solar Plant||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Province of Bayman, Afghanistan|||No|N/A|No||No||Federal||2012|100|Not Available|15.1|15.1|15.1|Not Available||MW|1.1|2012|Solar, PV|||Not Applicable||Not Applicable|Not Applicable|Sustainable Energy Services International (.. / New Zealand), Others (.. / ..)||PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ awarded by government|2013|Afghanistan|No|||||||
South Asia|Bangladesh|Low income|IDA|2006|August|WWR Dhaka Biomass Plant|Matuail Biomass Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Dhaka, Bangladesh|Not Available|Not Available|No|N/A|No||No||Federal||2006|100|Not Available|9|9|10.3|Not Available||MW|4.5|2006|Biomass|||Not Applicable||Not Applicable|Not Applicable|WWR Group (.. / Netherlands), Waste Concern (WC) (.. / Bangladesh)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2006|Sri Lanka|Yes|||||||
South Asia|Bangladesh|Low income|IDA|2012|January|MGH Takurgain Geothermal Plant||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Thakurgain district, Bangladesh|||No|N/A|No||No||Federal||2012|100|Not Available|Not Available|0|0.0|Not Available||MW|200|2012|Geothermal|||Not Applicable||Not Applicable|Not Applicable|Anglo MGH Energy (100% / Bangladesh)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Advanced development/ Private Sector Initiated||Bangladesh|No|||||||
South Asia|Bangladesh|Low income|IDA|2012|January|Solarium Mymensingh CSP Plant||Greenfield project|Build, own, and operate|Under development|Energy|N/A|Electricity|Electricity generation|Mymensingh, Bangladesh|15||No|N/A|No||No||Federal||2012|100|Not Available|30|30|30.0|Not Available||MW|18|2012|Solar, CSP|||Not Available|Competitive bidding|Not Available|Not Applicable|Solarium Power Limited (100% / Bangladesh)|ADB (Loan / $.. Million / 2012), IDB (Loan / $.. Million / 2012)|PPA/WPA payments|Not Applicable|Not Applicable|Advanced development/ awarded by government|2014|Bangladesh|No|||||||
South Asia|Bhutan|Lower middle income|IDA|2009|February|Dagachhu Hydro Power Project||Greenfield project|Build, own, and operate|Construction|Energy|N/A|Electricity|Electricity generation|Dagana Dzongkhag district|Not Applicable|Not Applicable|No|N/A|No||No||Federal||2009|26|0|201|201|215.2|||MW|114|2009|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|Tata Enterprises (26% / India)|ADB (Equity / $29 Million / 2009), ADB (Loan / $51 Million / 2009)|PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|||Yes|2009|||59|15|106.5|60/40
South Asia|India|Lower middle income|Blended|1992|January|Bhoruka Power Co. Ltd. (Shivpur HEP)|Shivpur Hydroelectric Power Plant; Shahpur Hydroelectric Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Shivpur, Karnataka State|||No|N/A|Yes|10|No||..||1992|100|0|6.5|6.5|10.6|||MW|18|1992|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bhoruka Power Corporation Limited (.. / India), Synergic Resources Corporation (.. / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1992|January|Bhoruka Power Co. Ltd. (Shivpur HEP)|Shivpur Hydroelectric Power Plant; Shahpur Hydroelectric Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Shivpur, Karnataka State|||No|N/A|Yes|10|No||..||1995|100|Not Available|Not Available|0|0.0|Not Available||MW|24.6|1995|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bhoruka Power Corporation Limited (.. / India), Synergic Resources Corporation (.. / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1992|January|Bhoruka Power Co. Ltd. (Shivpur HEP)|Shivpur Hydroelectric Power Plant; Shahpur Hydroelectric Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Shivpur, Karnataka State|||No|N/A|Yes|10|No||..||1998|100|Not Available|Not Available|0|0.0|Not Available||MW|26.6|1998|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bhoruka Power Corporation Limited (.. / India), Synergic Resources Corporation (.. / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1992|January|Bhoruka Power Co. Ltd. (Shivpur HEP)|Shivpur Hydroelectric Power Plant; Shahpur Hydroelectric Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Shivpur, Karnataka State|||No|N/A|Yes|10|No||..||2001|100|Not Available|Not Available|0|0.0|Not Available||MW|31.1|2001|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bhoruka Power Corporation Limited (.. / India), Synergic Resources Corporation (.. / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1992|January|Bhoruka Power Co. Ltd. (Shivpur HEP)|Shivpur Hydroelectric Power Plant; Shahpur Hydroelectric Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Shivpur, Karnataka State|||No|N/A|Yes|10|No||..||2003|100|Not Available|Not Available|0|0.0|Not Available||MW|32.1|2003|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bhoruka Power Corporation Limited (.. / India), Synergic Resources Corporation (.. / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1992|January|Bhoruka Power Co. Ltd. (Shivpur HEP)|Shivpur Hydroelectric Power Plant; Shahpur Hydroelectric Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Shivpur, Karnataka State|||No|N/A|Yes|10|No||..||2004|100|Not Available|Not Available|0|0.0|Not Available||MW|35.6|2004|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bhoruka Power Corporation Limited (.. / India), Synergic Resources Corporation (.. / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1992|January|Bhoruka Power Co. Ltd. (Shivpur HEP)|Shivpur Hydroelectric Power Plant; Shahpur Hydroelectric Plant|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Shivpur, Karnataka State|||No|N/A|Yes|10|No||..||2006|100|Not Available|Not Available|0|0.0|Not Available||MW|55.4|2006|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Bhoruka Power Corporation Limited (.. / India), Synergic Resources Corporation (.. / United States)||Purchase agreements or transmission fees with public entity(ies)|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1992|January|Carborundum Universal Ltd (Maniyar HEP)|Maniyar Hydroelectric Power Plant; Carborundum Universal Co.|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Maniyar, Kerala State|||No|N/A|No||No||..||1992|100|0|6.9|6.9|11.3|||MW|12|1992|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Carborundum Universal Ltd. (.. / ..)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|||No|||||||
South Asia|India|Lower middle income|Blended|1994|August|Jaiprakash Hydropower Ltd.|Baspa Hydro power plant; Baspa Stage II HEP, Jaiprakash, Hydro-Power Ltd.|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Baspa, Himachal Pradesh State|||No|N/A|No||No||..||1994|100|0|311.3|311.3|482.4|||MW|300|1994|Hydro, Large (>50MW)|||Not Applicable||Not Applicable|Not Applicable|Jaiprakash Associates Limited (64% / India)|||Not Applicable|Not Applicable|Financial Closure||||||||||
South Asia|India|Lower middle income|Blended|1995|July|Thiru Arooran Sugars Ltd.|TASL|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Kollumangudi, Thirumandangudi, Tamil Nadu State|||No|N/A|No||No||..||1995|100|0|14.3|14.3|21.6|||MW|38|1995|Waste|||Not Applicable||Not Applicable|Not Applicable|Thiru Arooran Sugars Ltd (.. / ..)|||Not Applicable|Not Applicable|Financial Closure||||||||||
South Asia|India|Lower middle income|Blended|1999|May|Bhandaradara Small Hydro Project||Greenfield project|Build, lease, and transfer|Operational|Energy|N/A|Electricity|Electricity generation|Bhandaradara, Ahmednagar district (Maharashtra)|30|2029|No|N/A|No||No||..||1999|100|0|13.3|13.3|18.3|||MW|32|1999|Hydro, Small (<50MW)|||Not Applicable||Not Applicable|Not Applicable|Dodson-Lindblom Hydro Power Pvt. Ltd. (.. / ..)|||Not Applicable|Not Applicable|Financial Closure||||||||||
South Asia|India|Lower middle income|Blended|2000|December|Malana Hydro Electric Power Plant|Malana Power Company Limited|Greenfield project|Merchant|Operational|Energy|N/A|Electricity|Electricity generation|Malana, Kulu District, Himachal Pradesh|||No|N/A|No|1|No||State/Provincial||2000|100|0|77.88|77.88|103.9|||MW|86|2000|Hydro, Large (>50MW)|||Not Available|Unsolicited proposals|1|Not Applicable|LNJ Bhilwara Group (51% / India), SN Power (49% / Norway)|IFC (Loan / $24 Million / 2010)||Not Applicable|Not Applicable|Financial Closure||||||||||
South Asia|India|Lower middle income|Blended|2001|January|Roshni Powertech biomass||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Movva Mandal, Krishna District, Andhra Pradesh|Not Available|Not Available|No|N/A|No||No||State/Provincial||2001|100|Not Available|4.7|4.7|6.1|Not Available|8/1/01|MW|6|2001|Waste|||Not Available||Not Applicable|Not Applicable|Greenko Group (100% / India)||Sales to wholesale market|Not Applicable|Not Applicable|Financial Closure|2001|||||||||
South Asia|India|Lower middle income|Blended|2002|July|Greenko Energies Private Limited Sattenpalli and Kadapa Units||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Sattenpalli & Sri Balaji|||No|N/A|No||No||..||2002|100|Not Available|4.5|4.5|5.7|Not Available|7/1/02|MW|6|2002|Waste|||Not Available||Not Applicable|Not Applicable|Greenko Group (100% / India)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2002|India|No|||||||
South Asia|India|Lower middle income|Blended|2002|July|Greenko Energies Private Limited Sattenpalli and Kadapa Units||Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Sattenpalli & Sri Balaji|||No|N/A|No||No||..||2004|100|Not Available|4.5|4.5|5.5|Not Available|7/1/02|MW|12|2004|Waste|||Not Available||Not Applicable|Not Applicable|Greenko Group (100% / India)||PPA/WPA payments|Not Applicable|Not Applicable|Financial Closure|2002|India|No|||||||
South Asia|India|Lower middle income|Blended|2002|September|Rithwik Power Plant|Rithwik Energy Systems Limited|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Rithwik district, Andhra Pradesh State|20|2022|No|N/A|No|1|No||State/Provincial||2002|100|0|6|6|7.7|||MW|6|2002|Waste|||Not Applicable||Not Applicable|Not Applicable|Lanco Group (57% / India)|||Not Applicable|Not Applicable|Financial Closure||||||||||
South Asia|India|Lower middle income|Blended|2003|October|Clarion Power Plant|Clarion Power Corporation Limited|Greenfield project|Build, own, and operate|Operational|Energy|N/A|Electricity|Electricity generation|Prakasam district, Andhra Pradesh State|20|2024|No|N/A|No|1|No||State/Provincial||2003|100|0|10.1|10.1|12.6|||MW|12|2003|Waste|||Not Applicable||Not Applicable|Not Applicable|Lanco Group (86% / India)|||Not Applicable|Not Applicable|Financial Closure||||||||||
